epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,181.898,0.68401,0.32564,0.83921,0.99452,1,0.995,0.81322,0.98366,0.40035,0.86856,0.000132193,0.000132193,0.000132193
188,182.752,0.71352,0.33722,0.83751,0.99453,1,0.995,0.80949,0.98984,0.4059,0.87149,0.000123941,0.000123941,0.000123941
189,183.564,0.66692,0.32468,0.83292,0.99455,1,0.995,0.80749,0.99031,0.40334,0.87234,0.00011569,0.00011569,0.00011569
190,185.506,0.68638,0.32646,0.84951,0.99473,1,0.995,0.80935,0.9822,0.40032,0.87125,0.000107438,0.000107438,0.000107438
191,197.645,0.77441,0.3466,0.82245,0.99475,1,0.995,0.8093,0.98099,0.39979,0.87036,9.91865e-05,9.91865e-05,9.91865e-05
192,198.771,0.74479,0.33832,0.82636,0.99459,1,0.995,0.80286,0.99693,0.39243,0.86974,9.09349e-05,9.09349e-05,9.09349e-05
193,199.612,0.76232,0.34539,0.83856,0.99448,1,0.995,0.80351,0.99697,0.39467,0.86919,8.26832e-05,8.26832e-05,8.26832e-05
194,200.544,0.73171,0.32963,0.8215,0.9944,1,0.995,0.80849,0.99836,0.39595,0.86877,7.44316e-05,7.44316e-05,7.44316e-05
195,201.379,0.76129,0.33342,0.80998,0.99447,1,0.995,0.80739,0.99744,0.39587,0.8684,6.61799e-05,6.61799e-05,6.61799e-05
196,202.208,0.74765,0.33188,0.8296,0.99462,1,0.995,0.81501,0.99646,0.39711,0.86905,5.79283e-05,5.79283e-05,5.79283e-05
197,203.026,0.72481,0.32422,0.8216,0.99467,1,0.995,0.81357,0.99604,0.39618,0.86977,4.96766e-05,4.96766e-05,4.96766e-05
198,203.937,0.72621,0.32897,0.81225,0.99482,1,0.995,0.81424,0.99374,0.39577,0.8691,4.1425e-05,4.1425e-05,4.1425e-05
199,204.752,0.73143,0.31786,0.83548,0.99492,1,0.995,0.81474,0.99468,0.39485,0.86922,3.31733e-05,3.31733e-05,3.31733e-05
200,205.58,0.73792,0.325,0.81319,0.99499,1,0.995,0.80955,0.99278,0.39442,0.86903,2.49217e-05,2.49217e-05,2.49217e-05
